person,word,freq
comey,awkward,2
comey,bad,2
comey,became,2
comey,best,2
comey,beyond,2
comey,body,2
comey,boente,2
comey,break,2
comey,came,2
comey,candidate,2
comey,career,2
comey,certainly,2
comey,chance,2
comey,check,2
comey,chose,2
comey,circumstance,2
comey,citizen,2
comey,co-opt,2
comey,community,2
comey,concerning,2
comey,conclusion,2
comey,conducted,2
comey,conducting,2
comey,confident,2
comey,confirm,2
comey,connected,2
comey,considered,2
comey,content,2
comey,corroborate,2
comey,course,2
comey,credibly,2
comey,critical,2
comey,date,2
comey,decisions,2
comey,deeply,2
comey,defend,2
comey,defensive,2
comey,details,2
comey,different,2
comey,diplomat,2
comey,discuss,2
comey,disturbing,2
comey,dnc,2
comey,doesn't,2
comey,doj,2
comey,e-mail,2
comey,ear,2
comey,easier,2
comey,effect,2
comey,encounter,2
comey,encounters,2
comey,end,2
comey,entire,2
comey,entities,2
comey,even,2
comey,ever,2
comey,except,2
comey,exists,2
comey,explanation,2
comey,explanations,2
comey,family,2
comey,farther,2
comey,feel,2
comey,felony,2
comey,fight,2
comey,fine,2
comey,fire,2
comey,focused,2
comey,forced,2
comey,forward,2
comey,found,2
comey,friday,2
comey,gets,2
comey,goodbye,2
comey,gut,2
comey,having,2
comey,help,2
comey,hide,2
comey,hundreds,2
comey,independence,2
comey,independent,2
comey,indispensable,2
comey,inevitably,2
comey,inquiry,2
comey,institution,2
comey,intend,2
comey,interactions,2
comey,investigated,2
comey,invite,2
comey,involved,2
comey,itself,2
comey,kick,2
comey,kicked,2
comey,kinds,2
comey,knowledge,2
comey,language,2
comey,later,2
comey,leave,2
comey,leaving,2
comey,level,2
comey,life,2
comey,line,2
comey,literally,2
comey,logically,2
comey,looked,2
comey,love,2
comey,makes,2
comey,making,2
comey,massive,2
comey,material,2
comey,mean,2
comey,meeting,2
comey,mentioned,2
comey,met,2
comey,middle,2
comey,mine,2
comey,miss,2
comey,months,2
comey,morning,2
comey,most,2
comey,near,2
comey,nearly,2
comey,nor,2
comey,nothing,2
comey,obvious,2
comey,occurred,2
comey,off,2
comey,offer,2
comey,offered,2
comey,officers,2
comey,officials,2
comey,opportunity,2
comey,others,2
comey,painful,2
comey,parties,2
comey,passed,2
comey,personal,2
comey,playing,2
comey,pleased,2
comey,possibly,2
comey,potential,2
comey,power,2
comey,presence,2
comey,pretty,2
comey,quite,2
comey,race,2
comey,raised,2
comey,reaction,2
comey,real,2
comey,records,2
comey,recusal,2
comey,related,2
comey,release,2
comey,remembered,2
comey,requires,2
comey,respect,2
comey,response,2
comey,road,2
comey,rocks,2
comey,rough,2
comey,russia-related,2
comey,secretary,2
comey,sent,2
comey,serve,2
comey,shared,2
comey,short,2
comey,shouldn't,2
comey,since,2
comey,slippery,2
comey,slope,2
comey,someone,2
comey,sometimes,2
comey,square,2
comey,start,2
comey,started,2
comey,statements,2
comey,stories,2
comey,stressed,2
comey,strong,2
comey,stronger,2
comey,stunned,2
comey,summer,2
comey,superior,2
comey,suppose,2
comey,supposed,2
comey,surely,2
comey,technical,2
comey,telling,2
comey,testify,2
comey,theirs,2
comey,themselves,2
comey,though,2
comey,threat,2
comey,together,2
comey,too,2
comey,topic,2
comey,trail,2
comey,tweet,2
comey,twice,2
comey,typically,2
comey,ultimately,2
comey,unclassified,2
comey,uneasy,2
comey,unfair,2
comey,until,2
comey,unverified,2
comey,upon,2
comey,vice,2
comey,vote,2
comey,wants,2
comey,warner,2
comey,watched,2
comey,what's,2
comey,whatsoever,2
comey,without,2
comey,witness,2
comey,wonderful,2
comey,worked,2
comey,works,2
comey,world,2
comey,worried,2
comey,written,2
comey,year,2
comey,1,1
comey,10-year,1
comey,1000,1
comey,14th,1
comey,1st,1
comey,2004,1
comey,2013,1
comey,2015,1
comey,56,1
comey,6:30,1
comey,9th,1
comey,abilities,1
comey,ability,1
comey,able,1
comey,accessible,1
comey,accurately,1
comey,acomey,1
comey,across,1
comey,active,1
comey,activities,1
comey,activity,1
comey,add,1
comey,adult,1
comey,advantage,1
comey,advisers,1
comey,affect,1
comey,affiliation,1
comey,agencies,1
comey,agent,1
comey,agreeing,1
comey,alert,1
comey,align,1
comey,allegedly,1
comey,almost,1
comey,analysts,1
comey,andy,1
comey,announce,1
comey,announced,1
comey,announcing,1
comey,answered,1
comey,answering,1
comey,anyway,1
comey,apart,1
comey,apologize,1
comey,apply,1
comey,appropriate,1
comey,argued,1
comey,argument,1
comey,ask,1
comey,assessment,1
comey,associate,1
comey,assumed,1
comey,assure,1
comey,assured,1
comey,attacked,1
comey,attempts,1
comey,attended,1
comey,attention,1
comey,authority,1
comey,authorize,1
comey,avoid,1
comey,awesome,1
comey,awkwardness,1
comey,basis,1
comey,beach,1
comey,beat,1
comey,become,1
comey,began,1
comey,begins,1
comey,behavior,1
comey,benefit,1
comey,beside,1
comey,biased,1
comey,bipartisan,1
comey,bit,1
comey,blindfolds,1
comey,blue,1
comey,boomerang,1
comey,boss,1
comey,box,1
comey,bricks,1
comey,bridge,1
comey,briefings,1
comey,briefly,1
comey,bringing,1
comey,broader,1
comey,brutally,1
comey,build,1
comey,bunch,1
comey,business,1
comey,butcomey,1
comey,buy,1
comey,c,1
comey,calling,1
comey,calls,1
comey,campaigns,1
comey,camping,1
comey,candid,1
comey,candidate's,1
comey,capped,1
comey,captain,1
comey,capture,1
comey,car,1
comey,carefully,1
comey,cases,1
comey,caused,1
comey,centered,1
comey,chain,1
comey,challenge,1
comey,changed,1
comey,channels,1
comey,characterize,1
comey,charge,1
comey,cherry,1
comey,chilling,1
comey,choose,1
comey,city,1
comey,class,1
comey,classification,1
comey,clinton's,1
comey,closed,1
comey,cloud,1
comey,coerce,1
comey,coercion,1
comey,cohort,1
comey,columbia,1
comey,comey,1
comey,comfort,1
comey,coming,1
comey,committee's,1
comey,communicate,1
comey,communication,1
comey,completely,1
comey,complex,1
comey,conceal,1
comey,concerns,1
comey,conclude,1
comey,conclusive,1
comey,conduct,1
comey,conference,1
comey,confidently,1
comey,congressional,1
comey,connect,1
comey,consequences,1
comey,consistency,1
comey,constitution,1
comey,consulted,1
comey,contingent,1
comey,continued,1
comey,continues,1
comey,continuing,1
comey,contrary,1
comey,contributed,1
comey,controversy,1
comey,coordinated,1
comey,copy,1
comey,core,1
comey,corroboration,1
comey,cost,1
comey,couldn't,1
comey,counse,1
comey,counsel's,1
comey,counter-intelligence,1
comey,courageous,1
comey,covert,1
comey,covertly,1
comey,cow,1
comey,cowardly,1
comey,create,1
comey,creates,1
comey,credible,1
comey,crime,1
comey,cultural,1
comey,current,1
comey,cycle,1
comey,d,1
comey,damage,1
comey,danger,1
comey,dawn,1
comey,dea,1
comey,dead,1
comey,december,1
comey,decide,1
comey,decision,1
comey,decline,1
comey,deep,1
comey,defame,1
comey,demeanor,1
comey,democracy,1
comey,democratic,1
comey,democrats,1
comey,demonstrated,1
comey,depend,1
comey,depends,1
comey,described,1
comey,describing,1
comey,desk,1
comey,detail,1
comey,detailed,1
comey,development,1
comey,device,1
comey,devices,1
comey,devoted,1
comey,difference,1
comey,directed,1
comey,directly,1
comey,director's,1
comey,dirty,1
comey,disagree,1
comey,disagreed,1
comey,disagreement,1
comey,disarray,1
comey,discussed,1
comey,disrupt,1
comey,documents,1
comey,dogged-tough,1
comey,driven,1
comey,driveway,1
comey,drop,1
comey,dropped,1
comey,dying,1
comey,early,1
comey,ed,1
comey,edgar,1
comey,effective,1
comey,eight,1
comey,elected,1
comey,electronic,1
comey,else's,1
comey,email,1
comey,emails,1
comey,embassy,1
comey,employee,1
comey,employs,1
comey,endeavor,1
comey,energy,1
comey,engagement,1
comey,entirely,1
comey,entity,1
comey,equally,1
comey,equation,1
comey,ethical,1
comey,ethics,1
comey,euphemisms,1
comey,events,1
comey,everybody,1
comey,evidence,1
comey,example,1
comey,exchange,1
comey,existence,1
comey,expect,1
comey,experiment,1
comey,explain,1
comey,explaining,1
comey,expressing,1
comey,extensive,1
comey,extraordinarily,1
comey,extremely,1
comey,eye,1
comey,face,1
comey,facetious,1
comey,factors,1
comey,fall,1
comey,FALSE,1
comey,faulty,1
comey,february,1
comey,federal,1
comey,feeding,1
comey,feelings,1
comey,feinstein,1
comey,feinstein's,1
comey,figured,1
comey,file,1
comey,filing,1
comey,findings,1
comey,finest,1
comey,finished,1
comey,firing,1
comey,flip,1
comey,flynn's,1
comey,folks,1
comey,follow,1
comey,follow-up,1
comey,following,1
comey,forensic,1
comey,forgetting,1
comey,forgot,1
comey,forgotten,1
comey,fourth,1
comey,frankly,1
comey,free,1
comey,front,1
comey,frustrated,1
comey,full,1
comey,function,1
comey,gang,1
comey,gist,1
comey,goes,1
comey,gone,1
comey,gotten,1
comey,governmental,1
comey,granting,1
comey,greatcomey,1
comey,grievous,1
comey,group,1
comey,guy,1
comey,handed,1
comey,handled,1
comey,hang,1
comey,happens,1
comey,headed,1
comey,hear,1
comey,hearing,1
comey,heart,1
comey,held,1
comey,helping,1
comey,hesitating,1
comey,hey,1
comey,hill,1
comey,hillary,1
comey,hindsight,1
comey,holy,1
comey,home,1
comey,honesty,1
comey,hoover-type,1
comey,hoped,1
comey,hopelessly,1
comey,hospital,1
comey,hour,1
comey,hung,1
comey,hurt,1
comey,i'mcomey,1
comey,ic,1
comey,idea,1
comey,ignore,1
comey,immediately,1
comey,impact,1
comey,impartial,1
comey,imperceptible,1
comey,importance,1
comey,importantly,1
comey,impossible,1
comey,improve,1
comey,inaccurate,1
comey,inaugurated,1
comey,inauguration,1
comey,include,1
comey,included,1
comey,incoming,1
comey,increasingly,1
comey,incredibly,1
comey,independently,1
comey,indication,1
comey,infect,1
comey,influence,1
comey,influenced,1
comey,initiated,1
comey,instead,1
comey,integrity,1
comey,intended,1
comey,intention,1
comey,intentional,1
comey,interacted,1
comey,interception,1
comey,interfered,1
comey,interference,1
comey,interpreted,1
comey,interview,1
comey,introductory,1
comey,intrusions,1
comey,investigate,1
comey,investigations,1
comey,investigatively,1
comey,investigator,1
comey,investigators,1
comey,inviting,1
comey,involves,1
comey,irritating,1
comey,isn't,1
comey,issues,1
comey,it'd,1
comey,item,1
comey,j,1
comey,jeopardy,1
comey,juries,1
comey,keen,1
comey,keeping,1
comey,kept,1
comey,kicking,1
comey,kids,1
comey,knowking,1
comey,knows,1
comey,kushner,1
comey,laptop,1
comey,last,1
comey,launch,1
comey,laws,1
comey,lawyer,1
comey,laying,1
comey,leaderrship,1
comey,leaks,1
comey,letter,1
comey,liar,1
comey,lie,1
comey,lied,1
comey,lies,1
comey,lifting,1
comey,lived,1
comey,load,1
comey,long-term,1
comey,longer,1
comey,lordy,1
comey,lost,1
comey,loyal,1
comey,lunchtime,1
comey,ma'am,1
comey,main,1
comey,major,1
comey,manifestations,1
comey,materials,1
comey,measures,1
comey,mechanism,1
comey,meddlesome,1
comey,meetings,1
comey,member,1
comey,memo,1
comey,memorialization,1
comey,mentioning,1
comey,messy,1
comey,methods,1
comey,minute,1
comey,misleading,1
comey,misunderstood,1
comey,modify,1
comey,monday,1
comey,month,1
comey,mother,1
comey,move,1
comey,mrs,1
comey,multiple,1
comey,narrative,1
comey,narrower,1
comey,narrowing,1
comey,needs,1
comey,nefarious,1
comey,new,1
comey,nine,1
comey,ninth,1
comey,nobody,1
comey,none,1
comey,nongovernmental,1
comey,nonprofits,1
comey,norms,1
comey,notch,1
comey,notified,1
comey,notify,1
comey,nowhere,1
comey,obey,1
comey,obligation,1
comey,obstruct,1
comey,occasions,1
comey,odd,1
comey,offense,1
comey,officer,1
comey,official,1
comey,okay,1
comey,old,1
comey,once,1
comey,one-on-one,1
comey,one-on-ones,1
comey,ones,1
comey,onto,1
comey,operational,1
comey,operations,1
comey,opportunities,1
comey,organization's,1
comey,originally,1
comey,ought,1
comey,ours,1
comey,outside,1
comey,overlay,1
comey,overwhelming,1
comey,owed,1
comey,oxygen,1
comey,pain,1
comey,parallel,1
comey,parents,1
comey,parts,1
comey,passionate,1
comey,patron,1
comey,pay,1
comey,peek,1
comey,person's,1
comey,pick,1
comey,picked,1
comey,picking,1
comey,piece,1
comey,plain,1
comey,plane,1
comey,please,1
comey,pleasure,1
comey,policing,1
comey,politics,1
comey,poorly,1
comey,position,1
comey,possibility,1
comey,potentially,1
comey,practice,1
comey,preparing,1
comey,present,1
comey,preserve,1
comey,priest,1
comey,principled,1
comey,priorities,1
comey,privately,1
comey,pro,1
comey,problem,1
comey,proceeded,1
comey,proceeds,1
comey,produced,1
comey,professional,1
comey,professor,1
comey,prohibits,1
comey,projecting,1
comey,promise,1
comey,prompt,1
comey,properly,1
comey,pros,1
comey,prospect,1
comey,provocation,1
comey,pulled,1
comey,purpose,1
comey,pursued,1
comey,putting,1
comey,queasy,1
comey,raise,1
comey,ranking,1
comey,reacted,1
comey,reacting,1
comey,reading,1
comey,realize,1
comey,receives,1
comey,recognize,1
comey,recommending,1
comey,recordings,1
comey,recused,1
comey,reference,1
comey,refreshing,1
comey,refuse,1
comey,refused,1
comey,refusing,1
comey,reiterate,1
comey,rejection,1
comey,relate,1
comey,relating,1
comey,relentlessly,1
comey,relevant,1
comey,relieve,1
comey,relieved,1
comey,reluctant,1
comey,remain,1
comey,remarks,1
comey,remembering,1
comey,repeat,1
comey,reporter,1
comey,reporters,1
comey,reporting,1
comey,republican,1
comey,republicans,1
comey,required,1
comey,resignation,1
comey,resisted,1
comey,respond,1
comey,retrospect,1
comey,review,1
comey,rightly,1
comey,rings,1
comey,robust,1
comey,rosenstein,1
comey,route,1
comey,russia's,1
comey,russian-connected,1
comey,salacious,1
comey,satellites,1
comey,scholar,1
comey,school,1
comey,scope,1
comey,seagulls,1
comey,searching,1
comey,seat,1
comey,secure,1
comey,seem,1
comey,sen,1
comey,senate,1
comey,senators,1
comey,send,1
comey,sensitive,1
comey,sentiment,1
comey,separate,1
comey,separately,1
comey,series,1
comey,servants,1
comey,served,1
comey,server,1
comey,serving,1
comey,set,1
comey,shape,1
comey,shifting,1
comey,shining,1
comey,shocked,1
comey,shown,1
comey,signaturing,1
comey,silly,1
comey,similar,1
comey,simple,1
comey,single,1
comey,sits,1
comey,situation,1
comey,somebody,1
comey,soon,1
comey,sophistication,1
comey,sound,1
comey,sources,1
comey,spare,1
comey,speak,1
comey,spear-phishing,1
comey,specific,1
comey,speculation,1
comey,spending,1
comey,spoken,1
comey,spring,1
comey,squeeze,1
comey,standing,1
comey,statue,1
comey,statute,1
comey,staying,1
comey,step,1
comey,stepped,1
comey,steps,1
comey,stopping,1
comey,strength,1
comey,strongly,1
comey,struggle,1
comey,stuff,1
comey,submitted,1
comey,substance,1
comey,substantive,1
comey,sudden,1
comey,suggest,1
comey,sunday,1
comey,surprise,1
comey,surveillance,1
comey,switchboard,1
comey,t10-year,1
comey,talkcomey,1
comey,talks,1
comey,tangled,1
comey,tape,1
comey,taped,1
comey,target,1
comey,teachers,1
comey,technically,1
comey,television,1
comey,tells,1
comey,tempted,1
comey,ten,1
comey,tens,1
comey,terminated,1
comey,thecomey,1
comey,these,1
comey,they'll,1
comey,thinks,1
comey,third,1
comey,thoroughly,1
comey,thousands,1
comey,tight,1
comey,tightly,1
comey,times,1
comey,today,1
comey,ton,1
comey,tonight,1
comey,total,1
comey,totally,1
comey,touching,1
comey,tour,1
comey,towards,1
comey,tower,1
comey,town,1
comey,track,1
comey,tracked,1
comey,transparent,1
comey,triple,1
comey,troops,1
comey,troubled,1
comey,trump's,1
comey,trumpi,1
comey,truth,1
comey,turning,1
comey,tweeted,1
comey,tweets,1
comey,typing,1
comey,uh-huh,1
comey,unanimous,1
comey,undermine,1
comey,underscore,1
comey,undertaken,1
comey,underway,1
comey,unfake,1
comey,unlikely,1
comey,unrelated,1
comey,uphold,1
comey,used,1
comey,values,1
comey,verified,1
comey,victims,1
comey,views,1
comey,vital,1
comey,wait,1
comey,waiting,1
comey,walking,1
comey,wanting,1
comey,was],1
comey,watch,1
comey,water,1
comey,we'll,1
comey,we've,1
comey,weary,1
comey,welcome,1
comey,well-liked,1
comey,went,1
comey,what:,1
comey,whatcomey,1
comey,whispered,1
comey,whiting,1
comey,whom,1
comey,wide,1
comey,wish,1
comey,woke,1
comey,worth,1
comey,wrestled,1
comey,writing,1
comey,yates,1
comey,[there,1
cornyn,the,36
cornyn,to,25
cornyn,a,22
cornyn,that,22
cornyn,you,21
cornyn,and,18
cornyn,of,15
cornyn,investigation,13
cornyn,an,9
cornyn,been,9
cornyn,i,8
cornyn,clinton,7
cornyn,e-mail,7
cornyn,fbi,7
cornyn,general,7
cornyn,have,7
cornyn,in,7
cornyn,it,7
cornyn,with,7
cornyn,has,6
cornyn,me,6
cornyn,on,6
cornyn,there,6
cornyn,was,6
cornyn,attorney,5
cornyn,director,5
cornyn,do,5
cornyn,had,5
cornyn,is,5
cornyn,this,5
cornyn,about,4
cornyn,as,4
cornyn,back,4
cornyn,for,4
cornyn,if,4
cornyn,let,4
cornyn,matter,4
cornyn,think,4
cornyn,what,4
cornyn,believe,3
cornyn,but,3
cornyn,counsel,3
cornyn,duty,3
cornyn,it's,3
cornyn,loyalty,3
cornyn,lynch,3
cornyn,make,3
cornyn,not,3
cornyn,or,3
cornyn,president,3
cornyn,so,3
cornyn,special,3
cornyn,they,3
cornyn,we,3
cornyn,well,3
cornyn,when,3
cornyn,which,3
cornyn,would,3
cornyn,you're,3
cornyn,appearance,2
cornyn,appoint,2
cornyn,appreciate,2
cornyn,appropriate,2
cornyn,asked,2
cornyn,at,2
cornyn,be,2
cornyn,being,2
cornyn,by,2
cornyn,characterization,2
cornyn,clearly,2
cornyn,conflict,2
cornyn,criminal,2
cornyn,department,2
cornyn,did,2
cornyn,forth,2
cornyn,good,2
cornyn,happened,2
cornyn,he's,2
cornyn,his,2
cornyn,i'll,2
cornyn,interest,2
cornyn,justice,2
cornyn,loretta,2
cornyn,multiple,2
cornyn,nothing,2
cornyn,occasions,2
cornyn,perhaps,2
cornyn,political,2
cornyn,pursue,2
cornyn,said,2
cornyn,sense,2
cornyn,she,2
cornyn,sitting,2
cornyn,subject,2
cornyn,take,2
cornyn,times,2
cornyn,unreasonable,2
cornyn,were,2
cornyn,who,2
cornyn,--,1
cornyn,ability,1
cornyn,able,1
cornyn,accept,1
cornyn,administration,1
cornyn,agency,1
cornyn,agent,1
cornyn,agreed,1
cornyn,all,1
cornyn,announce,1
cornyn,any,1
cornyn,anyone,1
cornyn,appointed,1
cornyn,appointee,1
cornyn,are,1
cornyn,ask,1
cornyn,assured,1
cornyn,aware,1
cornyn,away,1
cornyn,basically,1
cornyn,bottom,1
cornyn,came,1
cornyn,caused,1
cornyn,classified,1
cornyn,clinton's,1
cornyn,cloud,1
cornyn,comey,1
cornyn,committed,1
cornyn,concerns,1
cornyn,conduct,1
cornyn,conference,1
cornyn,constitution,1
cornyn,conversation,1
cornyn,cooperation,1
cornyn,correct,1
cornyn,could,1
cornyn,court,1
cornyn,crime,1
cornyn,dealt,1
cornyn,decent,1
cornyn,decision,1
cornyn,declined,1
cornyn,depending,1
cornyn,deputy,1
cornyn,described,1
cornyn,determination,1
cornyn,different,1
cornyn,difficult,1
cornyn,during,1
cornyn,essentially,1
cornyn,even,1
cornyn,experience,1
cornyn,fact,1
cornyn,finally,1
cornyn,firing,1
cornyn,from,1
cornyn,get,1
cornyn,go,1
cornyn,gored,1
cornyn,got,1
cornyn,hand,1
cornyn,happen,1
cornyn,he,1
cornyn,hearings,1
cornyn,heightened,1
cornyn,here,1
cornyn,hero,1
cornyn,herself,1
cornyn,honest,1
cornyn,honesty,1
cornyn,i've,1
cornyn,impeded,1
cornyn,incorrectly,1
cornyn,independence,1
cornyn,july,1
cornyn,just,1
cornyn,know,1
cornyn,later,1
cornyn,law,1
cornyn,laws,1
cornyn,led,1
cornyn,left,1
cornyn,legal,1
cornyn,like,1
cornyn,looks,1
cornyn,made,1
cornyn,man,1
cornyn,many,1
cornyn,matters,1
cornyn,may,1
cornyn,mean,1
cornyn,meeting,1
cornyn,mentioned,1
cornyn,minute,1
cornyn,mr,1
cornyn,ms,1
cornyn,much,1
cornyn,mueller,1
cornyn,mueller's,1
cornyn,my,1
cornyn,norms,1
cornyn,notcornyn,1
cornyn,now,1
cornyn,numerous,1
cornyn,official,1
cornyn,one,1
cornyn,other,1
cornyn,over,1
cornyn,ox,1
cornyn,painful,1
cornyn,personal,1
cornyn,pledge,1
cornyn,press,1
cornyn,previous,1
cornyn,proposition,1
cornyn,public,1
cornyn,publicly,1
cornyn,pursuant,1
cornyn,read,1
cornyn,reason,1
cornyn,recused,1
cornyn,refused,1
cornyn,removed,1
cornyn,repeat,1
cornyn,report,1
cornyn,requested,1
cornyn,right,1
cornyn,saw,1
cornyn,seems,1
cornyn,setting,1
cornyn,share,1
cornyn,starting,1
cornyn,states,1
cornyn,step,1
cornyn,suggest,1
cornyn,suggested,1
cornyn,tanked,1
cornyn,tarmac,1
cornyn,testified,1
cornyn,thank,1
cornyn,that's,1
cornyn,them,1
cornyn,then,1
cornyn,time,1
cornyn,today,1
cornyn,too,1
cornyn,troubled,1
cornyn,truly,1
cornyn,trying,1
cornyn,under,1
cornyn,understand,1
cornyn,unique,1
cornyn,united,1
cornyn,unsure,1
cornyn,up,1
cornyn,upon,1
cornyn,us,1
cornyn,very,1
cornyn,villain,1
cornyn,voluntarily,1
cornyn,want,1
cornyn,way,1
cornyn,what's,1
cornyn,whether,1
cornyn,whose,1
cornyn,wife,1
cornyn,wouldn't,1
cornyn,you'd,1
cornyn,you've,1
cornyn,youcornyn,1
cornyn,your,1
cornyn,yours,1
cornyn,yourself,1
coton,government,2
coton,and,1
coton,associates,1
coton,close,1
coton,intelligence,1
coton,of,1
coton,officers,1
coton,officials,1
coton,or,1
coton,other,1
coton,people,1
coton,russian,1
coton,russians,1
coton,the,1
coton,trump,1
cotton,the,31
cotton,you,25
cotton,to,24
cotton,that,20
cotton,of,19
cotton,with,12
cotton,and,11
cotton,on,11
cotton,in,10
cotton,mr,10
cotton,a,9
cotton,or,8
cotton,did,7
cotton,was,7
cotton,had,6
cotton,it,6
cotton,said,6
cotton,she,6
cotton,this,6
cotton,an,5
cotton,any,5
cotton,at,5
cotton,fbi,5
cotton,flynn,5
cotton,i,5
cotton,story,5
cotton,trump,5
cotton,ambassador,4
cotton,attorney,4
cotton,be,4
cotton,calls,4
cotton,ever,4
cotton,general,4
cotton,his,4
cotton,not,4
cotton,russian,4
cotton,senior,4
cotton,there,4
cotton,those,4
cotton,we,4
cotton,your,4
cotton,are,3
cotton,but,3
cotton,campaign,3
cotton,conversation,3
cotton,do,3
cotton,have,3
cotton,if,3
cotton,member,3
cotton,memos,3
cotton,other,3
cotton,phone,3
cotton,president,3
cotton,record,3
cotton,russia,3
cotton,show,3
cotton,then,3
cotton,time,3
cotton,turn,3
cotton,were,3
cotton,which,3
cotton,will,3
cotton,would,3
cotton,2004,2
cotton,about,2
cotton,access,2
cotton,accurate,2
cotton,administration,2
cotton,agent,2
cotton,allegations,2
cotton,as,2
cotton,asked,2
cotton,attention,2
cotton,between,2
cotton,blitzer,2
cotton,bush,2
cotton,can,2
cotton,chairman,2
cotton,colluded,2
cotton,collusion,2
cotton,comey,2
cotton,committee,2
cotton,conversations,2
cotton,department,2
cotton,discuss,2
cotton,during,2
cotton,evidence,2
cotton,fact,2
cotton,feinstein,2
cotton,for,2
cotton,foreign,2
cotton,here,2
cotton,information,2
cotton,interactions,2
cotton,investigation,2
cotton,is,2
cotton,january,2
cotton,justice,2
cotton,know,2
cotton,letter,2
cotton,may,2
cotton,means,2
cotton,now,2
cotton,obama,2
cotton,officials,2
cotton,release,2
cotton,resignation,2
cotton,senator,2
cotton,setting,2
cotton,statements,2
cotton,times,2
cotton,underlying,2
cotton,want,2
cotton,what,2
cotton,14th,1
cotton,18th,1
cotton,23rd,1
cotton,3rd,1
cotton,accomplished,1
cotton,acting,1
cotton,activity,1
cotton,advisor,1
cotton,advocacy,1
cotton,aides,1
cotton,all,1
cotton,allegation,1
cotton,alleged,1
cotton,almost,1
cotton,answered,1
cotton,anything,1
cotton,anytime,1
cotton,ashcroft,1
cotton,associates,1
cotton,attempted,1
cotton,been,1
cotton,believe,1
cotton,burr,1
cotton,by,1
cotton,came,1
cotton,can't,1
cotton,certify,1
cotton,changed,1
cotton,characterize,1
cotton,classified,1
cotton,close,1
cotton,closed,1
cotton,closing,1
cotton,colleagues,1
cotton,come,1
cotton,conduct,1
cotton,confirm,1
cotton,contacts,1
cotton,contents,1
cotton,couple,1
cotton,day,1
cotton,deceive,1
cotton,democrat,1
cotton,deny,1
cotton,despite,1
cotton,didn't,1
cotton,difference,1
cotton,director,1
cotton,disclosure,1
cotton,discussed,1
cotton,donald,1
cotton,doubt,1
cotton,dramatic,1
cotton,due,1
cotton,e-mails,1
cotton,earlier,1
cotton,encourage,1
cotton,encouragedpresident,1
cotton,entirely,1
cotton,entitled,1
cotton,episode,1
cotton,event,1
cotton,explained,1
cotton,fair,1
cotton,FALSE,1
cotton,february,1
cotton,feel,1
cotton,found,1
cotton,four,1
cotton,hacking,1
cotton,happened,1
cotton,happens,1
cotton,has,1
cotton,he,1
cotton,headline,1
cotton,honest,1
cotton,hospital,1
cotton,i'm,1
cotton,illness,1
cotton,improper,1
cotton,inaccurate,1
cotton,incapacitated,1
cotton,incoming,1
cotton,intelligence,1
cotton,issue,1
cotton,issues,1
cotton,jeff,1
cotton,john,1
cotton,last,1
cotton,lawyers,1
cotton,let,1
cotton,let's,1
cotton,level,1
cotton,make,1
cotton,many,1
cotton,me,1
cotton,meet,1
cotton,monies,1
cotton,more,1
cotton,mueller,1
cotton,my,1
cotton,national,1
cotton,need,1
cotton,new,1
cotton,next,1
cotton,no,1
cotton,nothing,1
cotton,off,1
cotton,official,1
cotton,one,1
cotton,only,1
cotton,open,1
cotton,opinion,1
cotton,our,1
cotton,part,1
cotton,post,1
cotton,produced,1
cotton,program,1
cotton,proper,1
cotton,published,1
cotton,pursued,1
cotton,ranking,1
cotton,reason,1
cotton,receipt,1
cotton,recertified,1
cotton,related,1
cotton,repeated,1
cotton,reviewed,1
cotton,rose,1
cotton,russia's,1
cotton,same,1
cotton,says,1
cotton,security,1
cotton,seen,1
cotton,sense,1
cotton,serious,1
cotton,sessions,1
cotton,several,1
cotton,she's,1
cotton,showdown,1
cotton,sign,1
cotton,signed,1
cotton,since,1
cotton,skilled,1
cotton,so,1
cotton,speak,1
cotton,specific,1
cotton,specifically,1
cotton,spoke,1
cotton,stated,1
cotton,statement,1
cotton,states,1
cotton,sure,1
cotton,tapes,1
cotton,telephone,1
cotton,testified,1
cotton,thank,1
cotton,there's,1
cotton,these,1
cotton,think,1
cotton,today,1
cotton,two,1
cotton,understand,1
cotton,until,1
cotton,washington,1
cotton,well-publicized,1
cotton,went,1
cotton,when,1
cotton,why,1
cotton,wolf,1
cotton,write,1
cotton,wrong,1
cotton,wrote,1
cotton,york,1
cotton,you're,1
feinstein,you,25
feinstein,the,19
feinstein,that,13
feinstein,i,12
feinstein,to,12
feinstein,and,11
feinstein,investigation,7
feinstein,what,7
feinstein,a,6
feinstein,did,6
feinstein,president,6
feinstein,with,6
feinstein,he,5
feinstein,of,5
feinstein,about,4
feinstein,believe,4
feinstein,do,4
feinstein,have,4
feinstein,in,4
feinstein,is,4
feinstein,mr,4
feinstein,quote,4
feinstein,we,4
feinstein,your,4
feinstein,cloud,3
feinstein,flynn,3
feinstein,go,3
feinstein,his,3
feinstein,know,3
feinstein,on,3
feinstein,one,3
feinstein,response,3
feinstein,russia,3
feinstein,stop,3
feinstein,this,3
feinstein,want,3
feinstein,was,3
feinstein,you're,3
feinstein,an,2
feinstein,any,2
feinstein,april,2
feinstein,as,2
feinstein,ask,2
feinstein,chairman,2
feinstein,could,2
feinstein,end,2
